sensor_no,sensor_id,Average of volume_pl_ph,Average of lanes,link_volume_per_hour,link_volume_period,,geometry,reference_speed,reference_lanes,lane_volume,allowed_link_type_code,blocked_link_type_code
385,15311BA,625.625,2,1251.25,5005,,"LINESTRING (-111.892843 33.429341, -111.90039 33.42928)",28,2,625.625,,
386,15377AB,1266.05,4,5064.2,20256.8,,"LINESTRING (-111.891076 33.446058, -111.891145 33.444071)",70,4,1266.05,f,a
387,15378AB,1129.604167,4,4518.416668,18073.66667,,"LINESTRING (-111.890573 33.443957, -111.890618 33.445799)",70,4,1129.604167,f,a
388,15434AB,56.125,1,56.125,224.5,,"LINESTRING (-111.891776 33.473109, -111.892005 33.465866)",40,1,56.125,,
389,15434BA,181.25,1,181.25,725,,"LINESTRING (-111.892005 33.465866, -111.891776 33.473109)",40,1,181.25,,
390,15444AB,152.5,1,152.5,610,,"LINESTRING (-111.882488 33.480457, -111.88844 33.480383)",41,1,152.5,,
391,15444BA,73.125,1,73.125,292.5,,"LINESTRING (-111.88844 33.480383, -111.882488 33.480457)",41,1,73.125,,
392,15448AB,501.25,3,1503.75,6015,,"LINESTRING (-111.892005 33.465866, -111.896185 33.465838)",40,3,501.25,,
393,15448BA,269.625,3,808.875,3235.5,,"LINESTRING (-111.896185 33.465838, -111.892005 33.465866)",40,3,269.625,,
394,15544AB,541.375,2,1082.75,4331,,"LINESTRING (-111.88321 33.465904, -111.886336 33.465828)",41,2,541.375,,
395,15544BA,124.3125,2,248.625,994.5,,"LINESTRING (-111.886336 33.465828, -111.88321 33.465904)",41,2,124.3125,,
396,15570AB,320.125,2,640.25,2561,,"LINESTRING (-111.904544 33.509373, -111.90023 33.509364)",40,2,320.125,,
397,15570BA,365.625,2,731.25,2925,,"LINESTRING (-111.90023 33.509364, -111.904544 33.509373)",40,2,365.625,,
398,15696AB,213.375,3,640.125,2560.5,,"LINESTRING (-111.92606 33.509544, -111.926081 33.507729)",40,3,213.375,,
399,15696BA,318.875,3,956.625,3826.5,,"LINESTRING (-111.926081 33.507729, -111.92606 33.509544)",40,3,318.875,,
